FGEOIDCT10,Sits in State,Life Expectancy,Average Distance to Transit,Ave Economic Diversity,Ave Road Network Density,Walkability Index,Ave Percent People Without Health Insurance,Ave Population Density,Ave Percent People Unemployed,Ave Physical Inactivity
36047010400,NY,76.6,278.83,0.68,31.8,14.47,8.25,71966.44,8.67,47.37
36047010600,NY,82.1,154.46,0.76,26.81,14.16,6.46,78667.47,6.88,39.0
36047010800,NY,78.5,127.06,0.71,27.06,15.91,8.69,75920.57,21.7,40.94
36047011000,NY,80.3,80.13,0.59,28.59,15.92,6.26,39802.11,7.06,32.7
36047011200,NY,84.0,341.72,0.59,32.18,13.05,7.58,91149.17,5.42,34.7
36047011400,NY,81.2,217.52,0.33,30.15,13.17,6.1,59581.83,9.55,37.8
36047011600,NY,81.6,223.78,0.67,27.3,14.22,5.94,54428.76,4.98,48.5
36047011700,NY,81.2,94.54,0.57,34.7,14.52,3.93,38670.56,11.13,22.7
36047011800,NY,79.6,0.0,0.69,16.29,14.91,5.43,21335.73,10.28,37.9
36047011900,NY,82.6,107.68,0.77,28.57,17.69,,8265.09,,
36047012000,NY,76.0,265.54,0.78,36.33,18.0,10.43,16316.19,5.38,37.6
36047012100,NY,81.3,66.28,0.52,29.55,14.96,7.12,34164.42,4.72,17.4
36047012200,NY,82.8,117.15,0.6,43.47,14.5,8.84,73895.38,9.12,38.9
36047012600,NY,78.9,163.04,0.39,48.3,15.19,9.12,29238.37,9.88,30.5
36047012700,NY,74.8,174.23,0.54,34.06,15.22,2.37,60679.44,8.49,23.2
36047012801,NY,79.7,190.44,0.74,44.75,18.17,6.3,46855.6,6.89,33.3
36047012901,NY,81.7,271.84,0.63,32.39,15.89,5.36,52658.74,5.05,13.8
36047012902,NY,78.5,112.12,0.66,32.15,17.12,2.36,58464.66,2.9,14.1
36047013000,NY,79.8,193.22,0.76,23.87,14.15,11.65,72650.38,5.71,26.2
36047013100,NY,82.2,143.02,0.63,27.42,15.1,4.05,59303.35,8.18,14.7
36047013200,NY,80.8,0.0,0.69,39.86,17.77,4.8,41232.85,18.59,30.1
36047013300,NY,81.9,92.08,0.66,30.3,14.26,0.84,78785.23,5.06,13.9
36047013400,NY,80.3,195.16,0.59,40.14,15.89,1.84,41934.88,6.97,23.1
36047013500,NY,80.8,173.94,0.65,28.59,15.21,0.0,67961.46,8.06,12.5
36047013600,NY,79.8,183.67,0.68,36.8,14.48,4.18,48027.66,5.32,20.1
36047013700,NY,81.6,135.59,0.71,33.13,15.76,2.7,57948.68,9.49,16.8
36047013800,NY,83.6,121.91,0.78,28.54,16.54,6.89,58465.46,13.08,20.6
36047013900,NY,78.8,200.57,0.7,26.26,14.45,3.44,58395.43,1.31,17.3
36047014000,NY,79.6,220.53,0.72,33.63,16.67,5.19,32146.18,15.25,25.1
36047014100,NY,79.9,310.12,0.75,27.73,13.95,3.86,47444.71,11.67,16.73
36047014200,NY,81.3,184.41,0.69,43.88,15.51,9.5,45222.57,4.71,25.5
36047014300,NY,81.7,80.07,0.64,41.0,15.19,4.3,46289.61,8.86,20.5
36047014500,NY,81.7,283.03,0.64,29.82,14.57,5.56,52212.01,3.2,15.7
36047014700,NY,82.6,368.92,0.53,35.35,13.2,1.29,58750.61,5.59,15.7
36047014800,NY,80.9,154.49,0.64,26.76,14.08,2.83,23326.76,5.46,25.8
36047014900,NY,82.6,100.36,0.63,28.85,14.5,6.22,61507.91,5.1,16.52
36047015000,NY,86.2,268.86,0.49,35.05,14.38,10.4,33193.29,11.34,22.0
36047015100,NY,82.9,278.01,0.7,20.6,11.85,1.95,71969.65,5.29,13.6
36047015200,NY,80.8,293.69,0.39,23.01,12.18,2.81,25481.15,5.77,25.5
36047015300,NY,82.2,201.16,0.55,31.18,13.58,4.02,45525.35,3.19,14.3
36047015400,NY,,493.53,0.0,5.72,7.67,,0.0,,
36047015500,NY,85.7,70.62,0.7,25.05,13.38,0.68,63916.78,5.6,13.5
36047015700,NY,85.3,104.06,0.67,28.05,14.67,0.0,77284.45,2.8,11.0
36047015900,NY,82.7,210.44,0.52,32.32,14.62,1.05,54017.02,4.93,14.2
36047016000,NY,83.4,182.9,0.64,36.48,14.81,7.17,46095.64,4.53,21.7
36047016100,NY,83.3,237.35,0.55,28.89,13.76,3.96,52950.79,4.3,16.5
36047016200,NY,81.0,163.48,0.59,60.55,16.06,1.83,24939.77,4.49,21.6
36047016300,NY,72.7,106.93,0.75,20.14,12.98,5.29,56332.23,7.25,14.1
36047016400,NY,,708.11,0.71,39.3,14.67,2.49,3219.07,0.0,20.3
36047016500,NY,81.6,500.52,0.47,27.46,10.88,1.81,88199.33,4.14,13.1
36047016600,NY,81.0,385.58,0.18,26.25,11.42,2.79,17756.26,0.61,21.0
36047016700,NY,84.1,221.27,0.63,32.22,12.03,4.48,72924.15,12.07,13.5
36047016800,NY,85.0,431.84,0.59,38.78,11.33,1.41,32656.48,3.17,23.7
36047016900,NY,80.3,96.77,0.64,31.52,14.21,1.7,69676.52,4.34,17.6
36047017000,NY,83.2,129.06,0.47,24.84,14.18,6.7,42334.93,1.8,26.2
36047017100,NY,84.5,342.32,0.6,32.1,12.09,0.61,53056.93,8.12,14.9
36047017200,NY,82.4,168.14,0.61,27.93,13.63,13.56,38890.56,4.45,28.1
36047017400,NY,80.3,395.03,0.4,31.63,12.07,4.62,35874.93,3.06,27.0
36047017500,NY,,1088.99,0.0,25.4,10.33,,0.0,,
36047017600,NY,82.8,98.55,0.4,33.15,12.83,6.96,47056.86,9.45,27.1
36047017700,NY,,580.7,0.35,28.49,14.67,,0.0,,
36047017800,NY,79.2,174.36,0.69,32.31,17.33,9.39,44403.41,6.14,28.0
36047017900,NY,79.8,186.93,0.39,31.19,14.67,4.72,67396.73,14.56,26.8
36047018000,NY,82.1,286.31,0.71,24.73,14.63,9.95,46252.94,8.16,28.1
36047018100,NY,81.5,121.42,0.69,24.25,11.93,3.41,61731.92,9.01,14.3
36047018200,NY,77.2,458.05,0.49,29.32,13.49,6.69,52155.71,5.66,30.4
36047018300,NY,78.2,58.79,0.59,30.55,15.48,3.61,51701.3,4.82,13.0
36047018400,NY,81.5,515.39,0.38,24.11,10.6,5.54,36677.56,5.94,27.6
36047018501,NY,72.8,201.27,0.21,38.66,13.7,4.13,111691.88,9.08,35.1
36047018600,NY,82.3,450.19,0.62,22.57,10.41,7.99,48453.17,6.64,27.5
36047018700,NY,82.2,195.8,0.79,27.93,15.0,9.79,44088.5,10.65,17.1
36047018800,NY,81.6,140.22,0.62,23.4,13.68,3.71,42379.82,2.46,33.1
36047019000,NY,83.8,338.27,0.53,28.56,13.7,14.89,56121.64,12.93,33.0
36047019100,NY,78.3,210.02,0.6,38.26,13.04,4.24,29104.54,6.41,14.2
36047019200,NY,78.3,174.13,0.85,29.94,17.17,15.14,38101.31,7.53,41.8
36047019300,NY,80.2,264.95,0.35,16.31,11.47,1.37,55442.41,10.3,22.1
36047019400,NY,82.2,430.03,0.38,28.7,12.39,10.72,45711.65,4.33,39.4
36047019500,NY,81.2,215.5,0.53,23.12,12.35,1.51,66267.47,8.06,18.2
36047019600,NY,78.8,185.72,0.57,27.18,14.55,10.93,66638.13,2.82,36.4
36047019700,NY,82.7,194.12,0.63,27.65,12.98,0.52,56125.38,6.0,15.3
36047019800,NY,81.7,262.26,0.72,27.43,15.18,3.84,39547.23,1.21,29.0
36047019900,NY,79.9,131.88,0.61,29.63,14.5,1.26,49108.79,4.17,18.9
36047020000,NY,78.7,340.3,0.78,27.54,14.1,12.1,44287.42,5.14,31.5
36047020100,NY,81.2,171.02,0.67,29.02,15.26,7.52,62822.85,8.42,16.1
36047020200,NY,82.4,376.29,0.46,28.03,12.34,4.83,34193.04,4.17,21.8
36047020300,NY,,126.64,0.56,28.72,15.35,1.26,37825.21,2.6,15.7
36047020400,NY,83.1,275.01,0.56,22.35,12.4,0.76,35391.12,2.22,26.9
36047020500,NY,81.2,312.0,0.72,22.68,13.5,1.1,57650.43,1.44,13.4
36047020600,NY,83.0,291.74,0.48,24.66,12.48,6.04,37863.02,4.75,23.3
36047020700,NY,79.0,285.0,0.7,27.9,12.86,0.83,85686.81,7.32,13.1
36047020800,NY,85.7,198.31,0.49,24.29,12.4,1.43,56892.23,3.32,28.0
36047021000,NY,89.5,250.99,0.58,23.45,13.51,8.07,69764.05,9.1,40.4
36047021200,NY,88.1,350.61,0.48,24.99,13.39,7.28,54098.05,11.98,41.5
36047021300,NY,77.3,125.94,0.39,27.22,15.06,4.86,65398.06,2.75,24.4
36047021400,NY,84.0,295.37,0.6,29.19,15.55,10.6,39551.81,0.45,37.1
36047021500,NY,82.3,172.83,0.63,34.02,14.02,5.89,102264.34,4.62,19.7
36047021600,NY,84.1,165.67,0.55,23.01,12.3,4.19,61323.91,6.01,38.7
36047021700,NY,86.2,229.7,0.63,28.55,11.92,4.98,80849.21,11.92,20.9
36047021800,NY,83.8,302.72,0.64,33.5,15.01,2.64,49807.46,8.18,26.1
36047021900,NY,79.7,71.55,0.52,31.4,12.49,5.77,73820.0,7.71,20.9
36047022000,NY,81.8,132.12,0.63,33.34,16.57,4.01,66509.77,11.2,37.4
36047022100,NY,78.6,161.15,0.44,25.75,11.97,7.72,63063.69,5.19,24.7
36047022200,NY,82.5,225.85,0.64,30.13,15.08,7.43,59551.62,1.45,33.7
36047022400,NY,80.4,335.46,0.66,27.64,13.58,7.89,83439.5,4.98,35.1
36047022600,NY,82.1,229.7,0.63,32.65,15.09,4.33,40944.3,13.43,33.6
36047022700,NY,79.6,148.4,0.58,29.5,14.26,5.41,46916.18,11.57,18.5
36047022800,NY,76.2,326.01,0.64,32.57,15.17,2.46,56202.83,8.73,33.7
36047022900,NY,79.2,146.3,0.56,26.6,10.88,4.64,52602.21,6.58,17.9
36047023000,NY,79.3,118.02,0.48,23.72,13.77,5.37,72805.4,16.63,36.3
36047023100,NY,80.1,193.17,0.62,22.28,13.05,4.4,56458.08,9.0,16.3
36047023200,NY,85.6,262.25,0.69,25.88,14.32,1.09,73474.68,6.46,31.3
36047023300,NY,72.7,165.74,0.44,23.21,12.16,2.79,102807.93,9.46,25.1
36047023400,NY,85.0,67.95,0.75,25.41,14.84,1.88,80468.05,8.78,34.6
36047023500,NY,79.8,161.85,0.78,24.24,14.13,2.62,94819.02,6.74,29.0
36047023600,NY,81.7,110.56,0.75,25.18,14.48,1.17,96705.98,7.54,28.3
36047023800,NY,87.0,335.09,0.7,25.61,14.96,1.61,72172.8,16.36,35.2
36047024000,NY,80.5,179.84,0.48,32.79,13.27,4.43,92308.31,3.43,33.2
36047024100,NY,77.4,251.83,0.72,30.77,15.72,10.75,42051.47,7.33,26.6
36047024200,NY,91.9,208.8,0.73,25.95,17.21,1.75,39447.83,7.37,33.3
36047024300,NY,82.1,227.54,0.59,27.55,10.93,6.66,72338.91,5.41,22.9
36047024400,NY,81.7,160.8,0.55,27.25,14.14,8.03,58011.94,6.45,31.2
36047024500,NY,79.7,235.86,0.52,23.07,11.62,9.47,69666.98,6.19,21.9
36047024600,NY,81.8,107.21,0.52,24.8,12.5,12.97,51416.24,4.38,30.3
36047024700,NY,74.1,118.37,0.79,30.17,15.53,2.4,40908.73,8.94,21.9
36047024800,NY,82.4,168.96,0.76,24.66,15.41,8.35,36474.56,7.12,34.9
36047024900,NY,79.6,266.28,0.5,24.71,10.29,8.12,59824.77,11.14,18.5
36047025000,NY,78.7,428.96,0.51,27.65,15.67,14.92,25555.66,9.83,37.1
36047025100,NY,78.1,296.7,0.66,29.53,12.62,5.07,82586.97,7.79,27.3
36047025200,NY,83.1,412.62,0.67,25.99,13.84,8.62,72252.49,20.66,31.7
36047025300,NY,78.6,264.97,0.48,27.32,10.17,15.92,62529.48,5.9,24.2
36047025400,NY,88.5,200.85,0.73,28.84,14.59,4.67,46415.29,5.29,36.6
36047025500,NY,73.9,280.92,0.0,16.73,8.98,9.29,102193.11,9.91,45.4
36047025600,NY,85.6,342.92,0.75,22.16,13.61,7.49,44915.51,2.22,38.3
36047025700,NY,79.2,282.1,0.33,25.05,11.14,10.48,41354.01,4.49,26.0
36047025800,NY,84.3,402.55,0.61,29.84,12.61,7.82,62672.05,10.58,36.4
36047025901,NY,,122.04,0.68,27.1,13.17,9.42,69222.19,13.07,26.5
36047025902,NY,75.6,162.28,0.33,26.55,13.33,3.85,153372.0,19.85,45.8
36047026000,NY,83.0,172.05,0.64,27.61,14.21,8.7,49553.02,4.53,31.7
36047026100,NY,75.4,120.54,0.44,26.27,9.85,4.16,71485.57,9.7,27.5
36047026200,NY,82.6,331.36,0.63,31.66,14.02,6.17,44774.63,11.1,31.6
36047026300,NY,77.8,73.76,0.05,32.54,15.0,5.46,48788.03,9.19,25.4
36047026400,NY,83.9,127.0,0.39,29.84,13.13,14.2,60465.0,5.31,34.4
36047026500,NY,76.4,155.51,0.43,24.08,10.59,9.18,67943.21,3.51,22.5
36047026600,NY,84.3,245.24,0.59,28.98,13.48,4.61,56577.98,6.5,34.8
36047026700,NY,75.4,117.84,0.45,26.28,9.34,6.08,76305.5,3.8,18.7
36047026800,NY,78.7,152.19,0.6,24.34,13.59,7.03,67597.75,11.2,33.7
36047026900,NY,80.7,73.78,0.29,26.91,11.98,3.55,58742.96,2.65,17.6
36047027000,NY,85.9,343.72,0.29,30.72,13.1,5.5,46696.05,3.37,32.5
36047027100,NY,71.6,216.02,0.26,38.29,13.56,5.03,39089.5,7.19,21.8
36047027200,NY,79.0,374.44,0.69,25.13,10.46,11.18,78005.2,5.61,32.7
36047027300,NY,77.7,153.27,0.53,24.73,12.26,10.94,68510.42,2.83,24.5
36047027400,NY,85.0,325.88,0.35,22.26,9.85,14.53,54712.48,2.73,29.9
36047027500,NY,82.1,73.43,0.5,25.23,10.72,10.21,75026.03,6.17,23.9
36047027600,NY,81.2,108.52,0.7,32.72,16.25,8.5,64838.12,8.65,35.5
36047027700,NY,75.0,96.31,0.41,26.4,9.3,9.3,67071.15,16.53,28.3
36047027800,NY,80.0,156.53,0.57,25.08,12.85,11.62,50420.78,6.3,27.5
36047027900,NY,78.3,35.53,0.18,25.73,8.17,6.64,59357.76,12.0,25.4
36047028000,NY,81.7,129.54,0.65,31.82,15.06,13.18,33884.89,5.79,26.2
36047028100,NY,74.7,211.72,0.34,22.02,8.93,6.18,83103.28,10.92,37.4
36047028200,NY,83.0,271.62,0.63,34.01,14.36,6.57,47277.23,3.44,29.3
36047028300,NY,75.6,23.13,0.3,20.74,10.26,6.57,87447.91,23.14,32.0
36047028400,NY,82.0,376.35,0.7,27.32,14.53,0.51,52475.57,5.34,26.7
36047028501,NY,,163.62,0.14,13.53,10.33,6.28,14285.43,1.8,29.5
36047028502,NY,75.6,120.7,0.36,38.54,15.83,0.96,74571.36,11.68,42.5
36047028600,NY,78.4,247.24,0.48,31.67,14.02,11.29,81841.74,5.93,31.3
36047028700,NY,79.3,218.48,0.5,27.81,11.62,5.65,54841.73,6.77,29.3
36047028800,NY,81.5,285.18,0.7,26.22,14.44,15.33,53390.28,1.06,33.2
36047028900,NY,72.4,45.23,0.45,28.74,12.56,5.33,57475.77,7.87,28.2
36047029000,NY,83.1,241.45,0.63,31.18,15.86,4.67,54105.96,4.39,27.9
36047029100,NY,76.7,212.89,0.54,27.71,13.8,8.14,56615.29,2.54,21.2
36047029200,NY,80.8,221.94,0.63,34.19,15.73,8.61,34241.96,8.33,32.9
36047029300,NY,76.8,134.86,0.29,26.39,12.62,3.14,56253.42,10.67,28.2
36047029400,NY,77.2,114.0,0.52,36.21,17.0,9.14,35514.46,5.57,36.0
36047029500,NY,81.3,185.18,0.34,28.43,11.0,7.19,66061.33,6.53,20.2
36047029600,NY,82.1,251.29,0.59,23.44,11.99,15.87,73797.48,13.98,33.4
36047029700,NY,80.0,227.1,0.38,33.82,12.87,5.54,59533.15,6.34,26.1
36047029800,NY,82.6,257.57,0.55,27.77,14.38,7.24,49060.67,2.82,33.7
36047029900,NY,75.2,211.06,0.51,32.21,14.8,13.84,46948.98,15.87,34.1
36047030000,NY,84.1,266.0,0.74,32.44,16.07,4.6,56871.89,9.06,36.0
36047030100,NY,75.5,219.26,0.54,32.55,14.4,4.23,42252.9,11.04,28.5
36047030200,NY,84.6,365.1,0.55,26.79,12.43,5.18,49691.2,14.23,30.0
36047030300,NY,79.1,191.78,0.42,26.96,11.43,3.55,50363.12,14.12,36.2
36047030400,NY,82.9,111.72,0.58,31.99,15.39,11.54,23101.24,6.01,31.1
36047030500,NY,79.6,112.98,0.62,23.18,12.04,4.24,59883.98,4.64,17.8
36047030600,NY,80.4,219.94,0.7,23.68,16.5,6.62,26076.26,9.67,32.7
36047030700,NY,73.7,142.03,0.29,42.08,14.87,9.37,61092.59,7.11,33.4
36047030800,NY,75.2,181.05,0.61,14.74,14.83,7.51,7238.97,3.46,29.2
36047030900,NY,73.8,0.0,0.57,25.35,12.86,3.71,45553.28,12.93,30.0
36047031100,NY,77.8,278.4,0.43,32.26,13.35,4.85,47920.96,13.96,23.0
36047031300,NY,80.2,100.29,0.45,28.14,9.05,5.58,75099.25,6.62,25.2
36047031400,NY,81.5,202.5,0.48,30.3,14.13,,30048.11,,
36047031500,NY,78.1,177.22,0.63,29.59,12.01,2.54,76409.9,5.03,20.3
36047031701,NY,75.2,50.41,0.61,22.12,10.49,3.91,84478.9,11.09,20.1
36047031702,NY,84.4,70.41,0.62,33.34,15.01,4.62,72592.59,4.63,16.6
36047031900,NY,81.4,147.8,0.62,29.19,13.81,1.92,54333.86,10.21,24.0
36047032100,NY,81.1,223.91,0.64,27.2,11.27,7.69,83606.97,6.43,22.5
36047032300,NY,79.2,258.83,0.71,19.88,11.68,4.36,48732.71,6.54,27.3
36047032500,NY,76.7,248.02,0.52,30.88,14.07,6.3,94102.26,7.55,28.0
36047032600,NY,77.3,171.85,0.66,22.7,12.74,6.39,63808.31,16.17,42.3
36047032700,NY,77.8,147.17,0.51,25.67,13.8,2.75,39300.31,5.04,20.4
36047032800,NY,75.6,220.86,0.25,20.7,11.98,7.06,32447.71,17.53,39.2
36047032900,NY,80.4,193.99,0.6,21.19,10.48,2.93,99895.14,7.25,25.1
36047033000,NY,79.3,225.26,0.35,18.49,14.23,1.51,33225.41,4.69,40.5
36047033100,NY,81.8,270.3,0.64,21.29,12.6,8.8,76209.27,15.04,29.9
36047033300,NY,83.1,313.69,0.74,27.67,12.72,3.6,66745.68,15.85,26.8
36047033500,NY,82.3,242.16,0.66,25.05,12.39,5.15,46171.46,5.81,23.9
36047033600,NY,79.9,491.78,0.54,24.52,12.73,7.39,19828.47,3.9,28.5
36047033900,NY,77.1,90.04,0.61,23.48,10.89,6.69,69013.23,3.79,30.2
36047034000,NY,74.7,223.44,0.01,26.9,12.24,0.5,41357.85,18.99,43.2
36047034100,NY,75.1,197.12,0.18,25.63,11.53,2.33,55424.3,4.12,28.0
36047034200,NY,71.6,202.96,0.53,21.63,13.87,4.7,75855.13,27.3,44.9
36047034300,NY,76.8,356.14,0.4,34.69,13.36,6.6,75484.62,16.26,42.3
36047034500,NY,80.9,284.21,0.45,20.9,10.85,6.89,42128.69,9.93,22.1
36047034700,NY,75.3,259.15,0.19,23.25,11.11,5.53,61369.03,8.52,34.6
36047034800,NY,,127.48,0.65,24.79,16.33,21.04,10884.52,11.64,33.4
36047034900,NY,79.5,184.25,0.68,30.0,15.1,6.75,98977.83,12.85,25.27
36047035000,NY,82.7,335.05,0.55,15.01,12.63,4.06,41138.04,4.6,23.8
36047035100,NY,79.8,157.39,0.69,29.84,14.94,4.05,81510.74,11.59,36.75
36047035200,NY,,230.67,0.56,16.76,16.33,2.79,3762.02,0.0,38.6
36047035300,NY,79.6,88.37,0.55,25.69,11.52,10.43,98380.02,7.78,30.26
36047035400,NY,81.8,185.3,0.51,22.58,14.56,0.98,37725.29,6.51,21.0
36047035500,NY,76.7,126.72,0.67,26.73,15.05,10.34,107824.17,14.37,35.6
36047035601,NY,,273.59,0.48,33.14,14.83,0.29,103958.13,3.71,22.9
36047035602,NY,80.5,170.53,0.61,35.29,14.46,4.46,95185.69,3.01,22.0
36047035700,NY,73.8,89.86,0.61,32.95,15.33,,94607.71,,
36047035900,NY,75.6,98.63,0.4,25.13,10.64,5.43,86443.45,8.18,34.6
36047036001,NY,82.3,152.06,0.75,33.69,14.06,12.1,84902.42,9.19,30.8
36047036002,NY,77.9,246.49,0.75,31.76,13.4,5.35,130083.44,4.42,29.8
36047036100,NY,72.9,172.0,0.42,38.98,14.81,6.68,55529.9,9.48,42.4
36047036200,NY,77.0,168.43,0.65,36.38,17.14,19.35,58426.47,2.52,28.9
36047036300,NY,77.0,243.42,0.36,30.92,12.08,6.21,56002.76,13.98,37.3
36047036400,NY,85.6,238.15,0.59,49.77,16.35,8.48,40065.71,14.66,25.8
36047036501,NY,71.4,310.08,0.3,26.72,12.56,3.2,72321.64,2.86,32.6
36047036502,NY,77.1,304.43,0.3,49.63,14.83,7.07,40826.65,2.04,39.6
36047036600,NY,78.0,216.03,0.43,39.75,13.85,19.33,45861.25,2.36,35.7
36047036700,NY,,155.82,0.32,43.59,14.43,18.37,27503.97,4.28,33.5
36047036900,NY,72.7,234.09,0.54,36.02,15.04,11.71,64722.29,5.24,31.2
36047037000,NY,80.9,197.75,0.33,33.93,14.08,0.76,32229.17,7.13,26.3
36047037100,NY,74.6,90.49,0.25,28.13,10.83,4.72,67503.53,6.12,25.0
36047037300,NY,73.1,201.8,0.38,31.32,12.89,8.5,81744.09,5.84,26.0
36047037401,NY,81.6,267.01,0.58,31.79,14.14,6.17,52851.28,6.51,24.6
36047037402,NY,84.2,245.91,0.51,27.58,13.94,2.79,43716.54,5.17,23.8
36047037500,NY,75.1,197.27,0.5,29.69,13.35,13.54,60522.05,5.9,23.4
36047037700,NY,77.8,136.73,0.55,29.83,13.07,1.17,68657.11,3.63,22.6
36047037900,NY,74.2,230.85,0.46,27.34,12.71,5.71,67920.94,9.59,32.2
36047038100,NY,77.3,187.39,0.53,31.92,13.87,5.83,59439.41,4.49,29.3
36047038200,NY,81.4,447.53,0.24,11.86,10.0,4.56,62122.61,25.61,50.2
36047038300,NY,79.9,173.69,0.37,26.98,11.84,7.14,77904.87,3.42,21.5
36047038500,NY,76.0,151.48,0.34,28.01,10.79,4.51,69796.63,13.47,25.7
36047038600,NY,81.5,176.17,0.75,31.16,17.26,3.47,32201.11,14.11,30.3
36047038700,NY,76.8,218.07,0.43,25.84,12.57,4.35,63719.69,20.04,28.8
36047038800,NY,84.7,322.02,0.57,24.45,11.67,5.41,52288.36,2.91,26.7
36047038900,NY,79.8,197.94,0.66,30.89,17.01,7.39,48404.31,4.97,26.7
36047039000,NY,82.6,314.89,0.53,36.24,13.28,4.97,36589.08,4.14,21.8
36047039100,NY,80.5,399.44,0.5,34.05,13.33,7.84,74174.22,2.46,21.0
36047039200,NY,80.5,325.16,0.74,28.53,15.01,9.49,49707.62,7.82,23.6
36047039300,NY,79.2,243.61,0.63,30.75,15.25,10.55,57344.93,8.69,22.5
36047039400,NY,79.8,146.14,0.73,33.23,17.44,2.44,26560.66,7.82,28.8
36047039500,NY,76.8,207.55,0.48,30.4,15.34,7.48,59609.29,7.58,27.5
36047039600,NY,79.8,51.21,0.56,22.11,14.57,4.14,32164.51,2.13,24.0
36047039700,NY,76.8,161.52,0.36,22.93,9.87,5.45,48977.3,6.59,25.9
36047039800,NY,86.9,231.48,0.75,28.7,16.78,8.22,38830.29,9.7,31.8
36047039900,NY,76.1,265.02,0.39,30.1,12.09,8.68,75930.33,8.73,29.0
36047040000,NY,81.4,203.28,0.69,34.01,16.19,7.91,35828.17,5.5,32.2
36047040100,NY,77.0,73.06,0.51,23.01,12.2,6.69,56917.64,10.3,29.6
36047040200,NY,86.0,0.0,0.75,32.63,17.36,4.37,35432.05,7.11,32.3
36047040300,NY,76.8,252.81,0.35,26.75,12.99,11.61,54515.69,9.03,24.2
36047040400,NY,82.3,215.85,0.57,31.12,15.42,4.2,44514.89,7.77,29.6
36047040500,NY,76.5,238.32,0.57,25.45,13.12,7.5,28248.45,5.51,25.7
36047040600,NY,,469.8,0.48,23.31,10.06,3.57,69976.83,11.03,29.8
36047040700,NY,,709.45,0.0,25.85,11.0,,0.0,,
36047040800,NY,81.5,470.21,0.69,25.95,13.62,9.7,65795.49,10.07,32.8
36047040900,NY,76.5,138.04,0.44,26.27,10.74,10.87,61146.03,6.34,32.3
36047041000,NY,80.4,468.31,0.25,32.16,11.41,1.14,34932.96,12.89,31.3
36047041100,NY,80.3,0.0,0.36,21.59,12.11,11.97,56165.92,10.24,31.2
36047041200,NY,80.8,52.98,0.43,29.18,15.47,4.86,51886.87,4.66,31.2
36047041300,NY,80.4,127.97,0.26,31.19,11.8,10.1,58518.89,5.9,27.3
36047041401,NY,84.1,340.69,0.39,24.5,12.04,3.16,23633.69,15.27,30.5
36047041402,NY,80.3,287.59,0.54,24.94,11.37,5.81,32929.69,11.53,36.7
36047041500,NY,74.7,289.48,0.46,28.38,10.52,12.78,78101.45,6.28,24.7
36047041600,NY,86.9,364.53,0.61,29.93,14.22,3.91,35815.61,3.62,20.1
36047041700,NY,79.3,173.32,0.52,28.45,8.73,5.71,62390.78,7.85,38.1
36047041800,NY,80.6,150.13,0.69,34.39,17.05,2.31,40950.05,9.94,29.3
36047041900,NY,77.4,277.62,0.31,31.18,13.3,5.77,60732.6,6.06,32.4
36047042000,NY,82.7,259.65,0.57,25.54,13.58,8.55,27473.99,6.25,27.3
36047042100,NY,76.8,167.55,0.43,33.19,12.28,16.31,74659.23,11.04,25.5
36047042200,NY,81.0,248.14,0.69,25.93,14.51,10.3,39486.22,10.23,27.3
36047042300,NY,77.4,141.77,0.58,28.39,15.33,24.67,60190.64,5.41,25.0
36047042400,NY,83.9,283.85,0.69,30.12,13.92,9.63,63465.04,6.72,34.0
36047042500,NY,,262.19,0.56,27.09,12.67,10.74,53390.04,10.15,26.3
36047042600,NY,86.5,148.25,0.7,26.01,14.84,10.78,75883.53,10.43,32.9
36047042700,NY,77.4,213.24,0.59,27.96,11.2,15.63,81613.49,10.24,23.4
36047042800,NY,85.2,42.83,0.55,19.59,12.73,4.05,61768.97,7.43,25.7
36047042900,NY,76.4,179.94,0.6,34.77,13.82,15.08,79470.83,7.19,26.4
36047043000,NY,80.6,303.26,0.62,35.35,14.62,14.3,63830.44,7.3,32.5
36047043100,NY,80.2,207.42,0.48,29.37,13.31,18.7,62591.34,5.24,21.1
36047043200,NY,88.0,432.22,0.71,33.48,14.13,8.76,75705.71,9.56,28.7
36047043300,NY,77.4,115.52,0.42,29.82,13.39,4.05,53186.77,14.41,35.5
36047043400,NY,81.3,427.32,0.55,27.33,13.61,6.47,72530.35,8.56,33.0
36047043500,NY,84.1,294.35,0.31,30.52,12.6,11.72,76886.88,2.14,31.3
36047043600,NY,84.9,295.61,0.57,27.86,14.88,17.04,92302.5,3.46,29.3
36047043700,NY,82.4,195.23,0.43,22.02,9.73,7.47,81076.25,4.45,24.5
36047043800,NY,80.1,478.24,0.74,29.52,15.36,2.36,44307.91,2.29,24.8
36047043900,NY,84.1,59.85,0.39,27.98,13.11,2.39,43899.64,15.16,29.9
36047044000,NY,82.7,194.75,0.69,29.59,14.54,5.76,37267.68,7.88,25.9
36047044100,NY,84.3,67.16,0.74,33.23,14.7,15.9,98314.5,4.85,28.2
36047044200,NY,84.8,388.07,0.5,26.67,12.52,1.79,36477.31,6.43,25.0
36047044300,NY,78.3,143.7,0.4,25.85,13.46,12.19,69007.07,5.75,23.6
36047044400,NY,82.1,204.81,0.64,29.41,14.36,7.89,48878.34,12.56,31.3
36047044500,NY,78.8,190.5,0.64,26.68,14.83,6.83,66146.25,7.72,27.6
36047044600,NY,80.9,153.57,0.4,32.22,16.34,10.68,35576.16,8.22,28.4
